ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.0,180.0,12683.0,8.0,424.0,415.0,12.0,84.0,3.0,1
6.0,198.0,22207.0,7.0,7.0,465.0,14.0,61.0,4.0,1
6.0,187.0,28703.0,6.0,338.0,430.0,18.0,69.0,5.0,1
10.0,191.0,9077.0,10.0,357.0,443.0,13.0,63.0,4.0,1
8.0,225.0,19497.0,7.0,290.0,434.0,15.0,75.0,4.0,1
7.0,193.0,16007.0,6.0,314.0,316.0,18.0,85.0,5.0,1
8.0,164.0,13355.0,7.0,7.0,366.0,17.0,7.0,5.0,1
8.0,156.0,24042.0,8.0,338.0,418.0,13.0,67.0,4.0,1
7.0,215.0,28980.0,7.0,312.0,426.0,18.0,55.0,4.0,1
7.0,217.0,13099.0,6.0,7.0,344.0,15.0,66.0,5.0,1
7.0,249.0,26136.0,8.0,335.0,404.0,11.0,75.0,5.0,1
8.0,179.0,12478.0,10.0,421.0,472.0,8.0,66.0,3.0,1
8.0,175.0,29566.0,7.0,7.0,323.0,11.0,70.0,5.0,1
6.0,186.0,26694.0,6.0,333.0,313.0,12.0,33.0,4.0,1
8.0,173.0,8836.0,10.0,436.0,306.0,11.0,92.0,4.0,1
9.0,203.0,24578.0,7.0,289.0,337.0,17.0,69.0,3.0,1
7.0,201.0,27652.0,7.0,322.0,454.0,11.0,92.0,6.0,1
9.0,158.0,33093.0,7.0,306.0,378.0,13.0,43.0,4.0,1
7.0,219.0,23308.0,7.0,355.0,585.0,11.0,41.0,4.0,1
7.0,229.0,32162.0,7.0,314.0,310.0,19.0,54.0,6.0,1
8.0,274.0,40547.0,7.0,241.0,418.0,10.0,79.0,4.0,1
7.0,156.0,16256.0,8.0,381.0,592.0,12.0,60.0,3.0,1
7.0,161.0,32528.0,5.0,292.0,440.0,10.0,62.0,5.0,1
7.0,163.0,32866.0,6.0,317.0,280.0,11.0,82.0,4.0,1
6.0,249.0,14778.0,6.0,336.0,518.0,16.0,67.0,4.0,1
7.0,135.0,22185.0,7.0,358.0,480.0,11.0,55.0,4.0,1
7.0,151.0,4168.0,11.0,477.0,356.0,15.0,75.0,3.0,1
6.0,183.0,11592.0,9.0,408.0,385.0,16.0,83.0,3.0,1
7.0,191.0,39803.0,5.0,288.0,365.0,14.0,92.0,5.0,1
7.0,195.0,35559.0,6.0,300.0,395.0,12.0,70.0,4.0,1
6.0,165.0,24247.0,8.0,373.0,368.0,13.0,97.0,4.0,1
8.0,167.0,17618.0,7.0,323.0,277.0,12.0,61.0,3.0,1
7.0,192.0,18964.0,8.0,319.0,354.0,15.0,84.0,5.0,1
7.0,211.0,10795.0,8.0,374.0,406.0,19.0,7.0,3.0,1
7.0,154.0,31145.0,5.0,261.0,451.0,11.0,7.0,3.0,1
7.0,184.0,10835.0,7.0,379.0,430.0,14.0,101.0,5.0,1
7.0,175.0,12654.0,8.0,7.0,572.0,13.0,61.0,3.0,1
7.0,205.0,25058.0,7.0,328.0,313.0,17.0,73.0,4.0,1
7.0,214.0,15007.0,7.0,329.0,469.0,17.0,104.0,5.0,1
7.0,179.0,16590.0,8.0,318.0,328.0,16.0,7.0,3.0,1
7.0,205.0,35229.0,5.0,255.0,360.0,14.0,7.0,5.0,1
7.0,198.0,20122.0,7.0,353.0,473.0,11.0,65.0,4.0,1
8.0,191.0,16655.0,8.0,351.0,418.0,12.0,49.0,3.0,1
7.0,214.0,27378.0,7.0,328.0,458.0,18.0,7.0,3.0,1
7.0,272.0,14349.0,10.0,369.0,611.0,9.0,91.0,3.0,1
7.0,175.0,35701.0,5.0,290.0,401.0,10.0,66.0,5.0,1
7.0,203.0,40148.0,6.0,257.0,402.0,9.0,53.0,4.0,1
7.0,226.0,16982.0,7.0,318.0,484.0,19.0,80.0,3.0,1
7.0,174.0,33246.0,7.0,326.0,480.0,16.0,60.0,5.0,1
7.0,178.0,16980.0,7.0,370.0,299.0,19.0,63.0,4.0,1
6.0,140.0,18058.0,8.0,418.0,347.0,13.0,58.0,4.0,1
7.0,192.0,16473.0,8.0,368.0,463.0,13.0,18.0,4.0,1
8.0,258.0,26999.0,7.0,267.0,352.0,15.0,59.0,5.0,1
7.0,163.0,36526.0,6.0,285.0,523.0,14.0,79.0,5.0,1
7.0,199.0,6874.0,9.0,7.0,440.0,11.0,61.0,4.0,1
6.0,227.0,12989.0,8.0,392.0,306.0,7.0,41.0,4.0,1
7.0,159.0,8721.0,8.0,426.0,471.0,15.0,75.0,3.0,1
7.0,233.0,27882.0,8.0,337.0,443.0,15.0,64.0,4.0,1
7.0,156.0,26886.0,5.0,292.0,554.0,14.0,53.0,5.0,1
7.0,186.0,7557.0,9.0,406.0,288.0,13.0,72.0,4.0,1
7.0,218.0,22541.0,7.0,305.0,383.0,19.0,54.0,4.0,1
7.0,151.0,31130.0,5.0,7.0,352.0,19.0,53.0,3.0,0
7.0,229.0,10837.0,8.0,362.0,513.0,13.0,41.0,4.0,0
7.0,155.0,42617.0,6.0,449.0,456.0,21.0,77.0,3.0,0
7.0,268.0,15818.0,11.0,7.0,542.0,13.0,55.0,5.0,0
8.0,224.0,23264.0,6.0,300.0,388.0,13.0,43.0,2.0,0
7.0,230.0,19956.0,8.0,285.0,492.0,11.0,85.0,3.0,0
6.0,249.0,15392.0,8.0,273.0,488.0,10.0,70.0,4.0,0
7.0,209.0,13822.0,8.0,335.0,499.0,19.0,81.0,4.0,0
7.0,214.0,28267.0,4.0,7.0,484.0,16.0,79.0,4.0,0
7.0,98.0,36490.0,7.0,423.0,503.0,7.0,76.0,5.0,0
8.0,116.0,22466.0,5.0,7.0,408.0,7.0,91.0,4.0,0
7.0,164.0,17625.0,6.0,373.0,493.0,12.0,49.0,4.0,0
6.0,236.0,18983.0,8.0,7.0,511.0,16.0,78.0,3.0,0
7.0,192.0,15176.0,6.0,7.0,471.0,15.0,57.0,4.0,0
6.0,206.0,30379.0,9.0,312.0,512.0,6.0,55.0,4.0,0
7.0,189.0,21391.0,7.0,357.0,390.0,14.0,81.0,4.0,0
6.0,223.0,14553.0,10.0,235.0,253.0,12.0,60.0,4.0,0
5.0,197.0,12883.0,9.0,347.0,355.0,13.0,67.0,4.0,0
6.0,217.0,12559.0,9.0,318.0,409.0,11.0,31.0,3.0,0
8.0,146.0,17981.0,7.0,359.0,420.0,16.0,101.0,4.0,0
8.0,123.0,33844.0,5.0,391.0,463.0,19.0,83.0,4.0,0
7.0,209.0,20149.0,6.0,288.0,291.0,12.0,57.0,3.0,0
6.0,227.0,20280.0,8.0,226.0,276.0,10.0,53.0,4.0,0
7.0,204.0,32951.0,6.0,325.0,340.0,4.0,71.0,5.0,0
6.0,214.0,14620.0,7.0,316.0,371.0,12.0,84.0,4.0,0
7.0,223.0,19933.0,6.0,318.0,590.0,14.0,89.0,4.0,0
7.0,214.0,21671.0,8.0,7.0,473.0,16.0,73.0,4.0,0
7.0,238.0,16863.0,7.0,306.0,479.0,13.0,93.0,5.0,0
10.0,145.0,39716.0,5.0,391.0,415.0,18.0,7.0,4.0,0
6.0,274.0,6968.0,10.0,248.0,321.0,12.0,39.0,3.0,0
7.0,172.0,38971.0,8.0,386.0,397.0,17.0,74.0,3.0,0
6.0,152.0,15092.0,7.0,382.0,388.0,17.0,69.0,4.0,0
7.0,137.0,20594.0,4.0,394.0,520.0,19.0,50.0,3.0,0
8.0,251.0,15741.0,8.0,7.0,391.0,17.0,59.0,4.0,0
6.0,178.0,18966.0,10.0,7.0,401.0,13.0,61.0,5.0,0
7.0,193.0,20894.0,7.0,359.0,417.0,17.0,38.0,4.0,0
7.0,167.0,14807.0,7.0,270.0,536.0,14.0,78.0,3.0,0
7.0,167.0,30210.0,10.0,340.0,430.0,23.0,73.0,4.0,0
6.0,157.0,21080.0,7.0,319.0,351.0,14.0,64.0,5.0,0
7.0,238.0,12829.0,7.0,331.0,452.0,20.0,73.0,4.0,0
5.0,198.0,9969.0,8.0,7.0,504.0,17.0,77.0,4.0,0
7.0,221.0,25481.0,7.0,7.0,439.0,13.0,58.0,2.0,0
7.0,148.0,20922.0,5.0,7.0,400.0,18.0,40.0,2.0,0
8.0,239.0,28545.0,5.0,7.0,574.0,18.0,56.0,4.0,0
5.0,238.0,16263.0,8.0,256.0,394.0,12.0,27.0,3.0,0
7.0,252.0,11086.0,10.0,286.0,369.0,17.0,44.0,3.0,0
7.0,184.0,31660.0,5.0,7.0,559.0,14.0,56.0,3.0,0
8.0,174.0,26849.0,6.0,338.0,348.0,14.0,76.0,3.0,0
8.0,223.0,18135.0,9.0,314.0,453.0,12.0,79.0,3.0,0
8.0,214.0,17598.0,8.0,7.0,384.0,5.0,71.0,3.0,0
8.0,210.0,21886.0,10.0,7.0,338.0,9.0,64.0,4.0,0
8.0,169.0,38356.0,6.0,297.0,526.0,16.0,75.0,5.0,0
6.0,155.0,23050.0,7.0,291.0,421.0,14.0,66.0,3.0,0
7.0,156.0,19283.0,5.0,400.0,391.0,18.0,64.0,4.0,0
7.0,241.0,25696.0,6.0,334.0,386.0,15.0,34.0,4.0,0
6.0,166.0,20482.0,8.0,354.0,422.0,15.0,46.0,3.0,0
7.0,205.0,26116.0,5.0,358.0,403.0,8.0,64.0,5.0,0
6.0,165.0,17539.0,8.0,345.0,431.0,15.0,47.0,3.0,0
8.0,160.0,29478.0,2.0,324.0,371.0,19.0,54.0,4.0,0
5.0,268.0,11870.0,9.0,7.0,417.0,15.0,23.0,5.0,0
8.0,221.0,29432.0,6.0,323.0,445.0,13.0,78.0,4.0,0
6.0,228.0,10216.0,6.0,307.0,441.0,17.0,65.0,5.0,0
4.0,121.0,34370.0,8.0,412.0,437.0,14.0,65.0,4.0,0
9.0,255.0,31057.0,4.0,7.0,427.0,14.0,34.0,5.0,0
8.0,182.0,13656.0,7.0,338.0,328.0,15.0,92.0,5.0,0
6.0,221.0,8730.0,8.0,300.0,413.0,6.0,81.0,3.0,0
9.0,179.0,18504.0,7.0,356.0,330.0,15.0,84.0,3.0,0
8.0,188.0,32211.0,5.0,321.0,400.0,20.0,47.0,4.0,0
6.0,137.0,28106.0,7.0,390.0,424.0,15.0,69.0,5.0,0
8.0,202.0,11862.0,7.0,300.0,421.0,7.0,91.0,3.0,0
4.0,191.0,12771.0,8.0,285.0,500.0,14.0,76.0,4.0,0
7.0,210.0,14794.0,8.0,7.0,554.0,8.0,78.0,3.0,0
6.0,187.0,19791.0,7.0,7.0,490.0,20.0,65.0,4.0,0
9.0,176.0,23173.0,7.0,367.0,552.0,8.0,91.0,4.0,0
7.0,171.0,39208.0,5.0,354.0,382.0,20.0,97.0,3.0,0
7.0,194.0,19671.0,8.0,343.0,323.0,19.0,78.0,3.0,0
7.0,246.0,27110.0,10.0,341.0,340.0,16.0,78.0,3.0,0
8.0,155.0,36578.0,8.0,405.0,537.0,16.0,78.0,4.0,0
7.0,176.0,16664.0,8.0,7.0,355.0,11.0,37.0,4.0,0
9.0,188.0,22140.0,4.0,376.0,439.0,9.0,93.0,5.0,0
6.0,222.0,11124.0,9.0,315.0,326.0,19.0,84.0,3.0,0
6.0,202.0,27683.0,6.0,316.0,573.0,15.0,7.0,5.0,0
8.0,205.0,30824.0,8.0,354.0,395.0,12.0,64.0,3.0,0
6.0,241.0,15766.0,10.0,339.0,407.0,21.0,63.0,4.0,0
8.0,188.0,32869.0,7.0,365.0,327.0,14.0,73.0,3.0,0
7.0,279.0,11380.0,9.0,314.0,468.0,11.0,69.0,3.0,0
7.0,166.0,18970.0,8.0,7.0,511.0,16.0,47.0,5.0,0
7.0,258.0,18535.0,5.0,340.0,355.0,15.0,73.0,4.0,0
7.0,169.0,20519.0,10.0,7.0,458.0,10.0,57.0,3.0,0
5.0,239.0,10315.0,8.0,282.0,496.0,13.0,87.0,2.0,0
6.0,175.0,22199.0,8.0,7.0,479.0,14.0,51.0,5.0,0
6.0,162.0,26764.0,6.0,7.0,486.0,19.0,82.0,5.0,0
7.0,197.0,30235.0,6.0,308.0,454.0,16.0,32.0,5.0,0
7.0,190.0,16737.0,7.0,7.0,410.0,15.0,60.0,3.0,0
4.0,192.0,17328.0,8.0,306.0,406.0,10.0,45.0,5.0,0
6.0,245.0,13859.0,9.0,7.0,404.0,13.0,59.0,4.0,0
6.0,220.0,19346.0,6.0,264.0,497.0,16.0,46.0,5.0,0
9.0,208.0,17915.0,5.0,335.0,381.0,14.0,48.0,4.0,0
7.0,195.0,28768.0,5.0,350.0,495.0,14.0,77.0,5.0,0
9.0,184.0,24967.0,6.0,335.0,486.0,8.0,64.0,4.0,0
9.0,216.0,30268.0,6.0,331.0,436.0,12.0,56.0,2.0,0
7.0,177.0,34727.0,5.0,288.0,332.0,10.0,77.0,3.0,0
7.0,185.0,14368.0,8.0,335.0,472.0,16.0,74.0,5.0,0
9.0,107.0,27623.0,6.0,460.0,445.0,14.0,78.0,5.0,0
7.0,219.0,21962.0,7.0,349.0,341.0,15.0,69.0,4.0,0
7.0,204.0,14665.0,9.0,360.0,360.0,15.0,59.0,4.0,0
7.0,161.0,49125.0,6.0,410.0,328.0,14.0,65.0,3.0,0
6.0,276.0,21229.0,9.0,7.0,354.0,12.0,92.0,5.0,0
7.0,167.0,28264.0,7.0,319.0,532.0,21.0,78.0,5.0,0
7.0,158.0,21716.0,5.0,7.0,479.0,19.0,80.0,4.0,0
7.0,181.0,33267.0,8.0,373.0,485.0,15.0,53.0,5.0,0
7.0,238.0,21863.0,9.0,318.0,434.0,12.0,60.0,4.0,0
8.0,173.0,18329.0,7.0,351.0,377.0,11.0,69.0,4.0,0
8.0,215.0,20576.0,6.0,312.0,514.0,18.0,70.0,5.0,0
5.0,234.0,11747.0,7.0,315.0,407.0,14.0,36.0,4.0,0
7.0,191.0,23172.0,7.0,291.0,365.0,13.0,69.0,4.0,0
6.0,181.0,28166.0,7.0,371.0,370.0,17.0,7.0,3.0,0
8.0,259.0,20912.0,6.0,289.0,421.0,10.0,72.0,5.0,0
7.0,243.0,20186.0,6.0,306.0,414.0,10.0,65.0,4.0,0
8.0,178.0,18677.0,6.0,368.0,356.0,19.0,61.0,3.0,0
6.0,244.0,12279.0,7.0,7.0,489.0,18.0,7.0,4.0,0
7.0,208.0,22444.0,5.0,338.0,541.0,10.0,85.0,4.0,0
8.0,191.0,29298.0,6.0,357.0,279.0,13.0,66.0,3.0,0
7.0,150.0,20284.0,10.0,383.0,355.0,17.0,54.0,2.0,0
7.0,221.0,26493.0,5.0,7.0,389.0,21.0,70.0,5.0,0
9.0,124.0,33681.0,5.0,427.0,530.0,20.0,50.0,5.0,0
8.0,121.0,40710.0,6.0,445.0,339.0,13.0,59.0,5.0,0
6.0,270.0,8572.0,10.0,286.0,491.0,13.0,22.0,5.0,0
7.0,219.0,20216.0,7.0,307.0,431.0,17.0,56.0,5.0,0
10.0,132.0,24388.0,4.0,7.0,429.0,18.0,65.0,5.0,0
7.0,198.0,33821.0,7.0,353.0,321.0,19.0,85.0,4.0,0
5.0,273.0,15497.0,7.0,267.0,570.0,17.0,80.0,3.0,0
10.0,157.0,33954.0,5.0,7.0,485.0,11.0,7.0,5.0,0
9.0,128.0,32018.0,6.0,458.0,554.0,16.0,87.0,4.0,0
7.0,202.0,21710.0,6.0,352.0,417.0,20.0,49.0,4.0,0
6.0,171.0,10925.0,8.0,306.0,509.0,12.0,63.0,4.0,0
9.0,168.0,34865.0,3.0,401.0,385.0,17.0,51.0,4.0,0
8.0,277.0,24244.0,8.0,273.0,307.0,12.0,70.0,3.0,0
8.0,190.0,32911.0,6.0,368.0,398.0,15.0,7.0,4.0,0
6.0,209.0,10120.0,9.0,7.0,411.0,8.0,101.0,4.0,0
8.0,191.0,20507.0,5.0,7.0,446.0,9.0,57.0,5.0,0
8.0,210.0,25433.0,8.0,385.0,322.0,11.0,85.0,4.0,0
8.0,211.0,12862.0,9.0,348.0,599.0,11.0,91.0,5.0,0
7.0,149.0,27688.0,9.0,285.0,289.0,16.0,63.0,4.0,0
9.0,168.0,50279.0,6.0,415.0,400.0,12.0,62.0,3.0,0
6.0,177.0,28634.0,8.0,7.0,387.0,16.0,31.0,3.0,0
6.0,171.0,24978.0,8.0,324.0,406.0,11.0,66.0,4.0,0
9.0,185.0,21634.0,7.0,394.0,339.0,7.0,7.0,4.0,0
7.0,167.0,31936.0,8.0,7.0,399.0,15.0,69.0,4.0,0
7.0,260.0,11950.0,9.0,279.0,469.0,12.0,74.0,3.0,0
7.0,276.0,9481.0,8.0,296.0,383.0,18.0,94.0,2.0,0
7.0,166.0,17783.0,5.0,308.0,371.0,15.0,97.0,4.0,0
7.0,230.0,14917.0,10.0,7.0,379.0,28.0,80.0,4.0,0
9.0,172.0,19113.0,7.0,404.0,400.0,18.0,77.0,3.0,0
9.0,150.0,32568.0,5.0,7.0,436.0,14.0,72.0,5.0,0
7.0,169.0,21030.0,6.0,404.0,441.0,12.0,72.0,5.0,0
7.0,225.0,5098.0,6.0,362.0,295.0,6.0,81.0,4.0,0
6.0,156.0,25938.0,8.0,298.0,533.0,14.0,68.0,5.0,0
6.0,237.0,7656.0,10.0,214.0,356.0,14.0,55.0,3.0,0
7.0,163.0,24917.0,6.0,388.0,494.0,14.0,85.0,4.0,0
7.0,177.0,24786.0,9.0,369.0,388.0,14.0,49.0,3.0,0
7.0,184.0,21044.0,7.0,327.0,379.0,8.0,90.0,5.0,0
7.0,254.0,13568.0,9.0,256.0,555.0,14.0,98.0,3.0,0
7.0,138.0,19175.0,7.0,7.0,491.0,16.0,7.0,3.0,0
7.0,157.0,35794.0,7.0,385.0,399.0,18.0,72.0,4.0,0
8.0,195.0,13830.0,6.0,7.0,322.0,19.0,7.0,4.0,0
8.0,174.0,27278.0,7.0,354.0,330.0,16.0,7.0,5.0,0
6.0,221.0,22419.0,7.0,284.0,351.0,20.0,62.0,5.0,0
7.0,166.0,22900.0,6.0,379.0,474.0,13.0,63.0,4.0,0
7.0,216.0,17964.0,8.0,346.0,466.0,11.0,41.0,4.0,0
7.0,233.0,9810.0,8.0,302.0,458.0,13.0,65.0,3.0,0
7.0,247.0,18940.0,7.0,305.0,419.0,13.0,60.0,4.0,0
6.0,197.0,12642.0,9.0,287.0,345.0,17.0,58.0,4.0,0
8.0,183.0,19714.0,9.0,382.0,489.0,9.0,58.0,4.0,0
6.0,148.0,22917.0,5.0,7.0,475.0,10.0,62.0,4.0,0
8.0,117.0,45041.0,5.0,7.0,368.0,13.0,87.0,2.0,0
7.0,185.0,26263.0,7.0,289.0,410.0,13.0,84.0,4.0,0
6.0,228.0,22195.0,9.0,7.0,351.0,13.0,63.0,4.0,0
7.0,195.0,18270.0,6.0,345.0,403.0,15.0,77.0,5.0,0
6.0,212.0,30192.0,8.0,329.0,431.0,11.0,7.0,5.0,0
7.0,205.0,20511.0,6.0,313.0,456.0,16.0,52.0,4.0,0
5.0,187.0,18656.0,7.0,7.0,380.0,18.0,59.0,4.0,0
6.0,167.0,21320.0,8.0,311.0,341.0,14.0,95.0,6.0,0
8.0,182.0,19131.0,7.0,340.0,433.0,11.0,76.0,4.0,0
7.0,200.0,30863.0,6.0,392.0,422.0,9.0,48.0,5.0,0
9.0,218.0,39031.0,7.0,374.0,341.0,19.0,54.0,3.0,0
6.0,276.0,8608.0,8.0,272.0,384.0,16.0,54.0,4.0,0
7.0,174.0,20186.0,9.0,384.0,310.0,23.0,81.0,4.0,0
8.0,218.0,28722.0,6.0,310.0,472.0,11.0,50.0,4.0,0
8.0,114.0,37279.0,6.0,378.0,285.0,17.0,49.0,4.0,0
5.0,259.0,10168.0,10.0,249.0,397.0,16.0,66.0,4.0,0
7.0,137.0,24282.0,6.0,434.0,343.0,9.0,88.0,6.0,0
7.0,234.0,32497.0,7.0,348.0,425.0,13.0,56.0,4.0,0
7.0,238.0,13681.0,9.0,284.0,479.0,17.0,74.0,4.0,0
7.0,150.0,16203.0,6.0,376.0,350.0,12.0,75.0,5.0,0
7.0,245.0,22278.0,8.0,369.0,477.0,12.0,61.0,4.0,0
9.0,133.0,41983.0,7.0,417.0,268.0,10.0,75.0,4.0,0
7.0,216.0,26964.0,6.0,418.0,573.0,20.0,50.0,5.0,0
7.0,251.0,30798.0,6.0,7.0,339.0,18.0,75.0,3.0,0
6.0,250.0,12682.0,6.0,263.0,275.0,14.0,58.0,4.0,0
7.0,241.0,11429.0,6.0,268.0,323.0,9.0,89.0,4.0,0
8.0,152.0,25275.0,7.0,352.0,528.0,16.0,52.0,3.0,0
9.0,160.0,19608.0,4.0,417.0,428.0,15.0,96.0,3.0,0
8.0,193.0,19019.0,8.0,378.0,597.0,9.0,46.0,4.0,0
9.0,253.0,13150.0,7.0,7.0,369.0,14.0,51.0,3.0,0
8.0,202.0,21857.0,5.0,320.0,465.0,16.0,62.0,4.0,0
8.0,168.0,30969.0,5.0,7.0,302.0,15.0,41.0,3.0,0
7.0,207.0,11963.0,8.0,326.0,502.0,17.0,64.0,3.0,0
7.0,151.0,23781.0,9.0,404.0,465.0,17.0,78.0,4.0,0
9.0,236.0,20862.0,8.0,379.0,419.0,14.0,7.0,4.0,0
8.0,258.0,17398.0,8.0,251.0,440.0,10.0,54.0,3.0,0
4.0,178.0,21937.0,7.0,299.0,447.0,12.0,63.0,5.0,0
7.0,164.0,25237.0,4.0,351.0,414.0,15.0,46.0,4.0,0
4.0,161.0,14434.0,8.0,311.0,414.0,21.0,78.0,4.0,0
6.0,241.0,22168.0,6.0,7.0,487.0,13.0,65.0,5.0,0
8.0,186.0,24455.0,6.0,7.0,394.0,15.0,75.0,4.0,0
7.0,232.0,16621.0,6.0,7.0,476.0,9.0,36.0,4.0,0
7.0,203.0,11900.0,9.0,368.0,380.0,14.0,59.0,3.0,0
7.0,115.0,46077.0,5.0,438.0,422.0,11.0,54.0,4.0,0
7.0,117.0,28358.0,5.0,415.0,472.0,18.0,76.0,4.0,0
4.0,236.0,26843.0,5.0,208.0,457.0,16.0,74.0,4.0,0
7.0,207.0,25110.0,6.0,346.0,420.0,22.0,92.0,3.0,0
7.0,162.0,28791.0,8.0,378.0,364.0,14.0,99.0,4.0,0
6.0,125.0,31115.0,6.0,7.0,397.0,18.0,73.0,4.0,0
7.0,234.0,17318.0,9.0,265.0,312.0,11.0,109.0,4.0,0
9.0,216.0,27109.0,7.0,7.0,384.0,16.0,79.0,4.0,0
7.0,186.0,14683.0,10.0,341.0,561.0,22.0,64.0,3.0,0
7.0,170.0,25541.0,5.0,393.0,360.0,17.0,60.0,4.0,0
7.0,111.0,32981.0,3.0,368.0,417.0,12.0,33.0,5.0,0
7.0,176.0,38368.0,7.0,278.0,291.0,19.0,81.0,6.0,0
7.0,218.0,24481.0,6.0,311.0,476.0,11.0,49.0,4.0,0
8.0,218.0,23046.0,7.0,350.0,414.0,15.0,73.0,4.0,0
6.0,152.0,20562.0,8.0,384.0,364.0,14.0,97.0,5.0,0
7.0,169.0,17540.0,6.0,387.0,372.0,15.0,74.0,3.0,0
6.0,215.0,29426.0,8.0,370.0,320.0,10.0,65.0,3.0,0
7.0,240.0,38097.0,5.0,7.0,360.0,14.0,73.0,3.0,0
8.0,180.0,22023.0,5.0,339.0,397.0,14.0,110.0,3.0,0
7.0,205.0,12190.0,7.0,313.0,375.0,12.0,48.0,5.0,0
6.0,201.0,17397.0,7.0,279.0,380.0,11.0,32.0,4.0,0
9.0,216.0,17733.0,8.0,377.0,302.0,16.0,64.0,4.0,0
7.0,188.0,13427.0,7.0,7.0,508.0,18.0,79.0,5.0,0
7.0,164.0,14015.0,6.0,282.0,390.0,15.0,44.0,3.0,0
9.0,216.0,36622.0,4.0,7.0,383.0,19.0,80.0,4.0,0
7.0,227.0,9163.0,6.0,7.0,417.0,10.0,67.0,4.0,0
7.0,173.0,25399.0,7.0,355.0,299.0,14.0,7.0,3.0,0
6.0,167.0,14548.0,8.0,7.0,348.0,11.0,75.0,5.0,0
4.0,192.0,24601.0,8.0,261.0,476.0,11.0,54.0,5.0,0
10.0,188.0,26403.0,4.0,396.0,325.0,17.0,91.0,3.0,0
9.0,174.0,20333.0,6.0,440.0,460.0,16.0,90.0,5.0,0
6.0,172.0,30575.0,9.0,394.0,427.0,16.0,75.0,3.0,0
9.0,275.0,21880.0,5.0,365.0,581.0,14.0,62.0,3.0,1
7.0,173.0,18319.0,8.0,283.0,408.0,20.0,79.0,4.0,1
7.0,186.0,39431.0,9.0,286.0,356.0,8.0,40.0,1.0,1
8.0,244.0,29568.0,9.0,7.0,278.0,10.0,108.0,5.0,1
7.0,199.0,22506.0,8.0,7.0,531.0,15.0,58.0,4.0,1
8.0,212.0,37087.0,8.0,251.0,513.0,19.0,73.0,3.0,1
7.0,230.0,12575.0,8.0,390.0,558.0,16.0,36.0,4.0,1
6.0,134.0,31062.0,7.0,252.0,381.0,17.0,71.0,4.0,1
6.0,139.0,6698.0,4.0,7.0,602.0,13.0,68.0,4.0,1
7.0,215.0,20509.0,9.0,321.0,307.0,12.0,80.0,5.0,1
8.0,211.0,18857.0,6.0,376.0,376.0,15.0,43.0,5.0,1
8.0,201.0,39431.0,8.0,276.0,433.0,18.0,70.0,4.0,1
6.0,184.0,20526.0,8.0,366.0,549.0,13.0,69.0,5.0,1
8.0,239.0,27849.0,6.0,356.0,484.0,19.0,50.0,4.0,1
7.0,180.0,12878.0,6.0,7.0,359.0,16.0,66.0,4.0,1
7.0,184.0,13401.0,6.0,372.0,433.0,15.0,66.0,5.0,1
7.0,196.0,13901.0,6.0,387.0,311.0,12.0,52.0,6.0,1
7.0,236.0,18998.0,7.0,360.0,357.0,18.0,58.0,3.0,1
7.0,134.0,8077.0,5.0,7.0,600.0,9.0,100.0,3.0,1
7.0,198.0,16904.0,6.0,300.0,471.0,15.0,61.0,4.0,1
5.0,149.0,11130.0,7.0,336.0,486.0,14.0,61.0,4.0,1
7.0,197.0,15349.0,7.0,7.0,374.0,11.0,79.0,5.0,1
8.0,206.0,34250.0,8.0,299.0,347.0,19.0,81.0,5.0,1
7.0,229.0,29691.0,8.0,322.0,393.0,15.0,84.0,3.0,1
7.0,182.0,21671.0,6.0,326.0,397.0,17.0,74.0,3.0,1
7.0,187.0,26376.0,8.0,338.0,489.0,18.0,77.0,5.0,1
8.0,255.0,30855.0,9.0,7.0,442.0,11.0,93.0,5.0,1
7.0,171.0,20465.0,7.0,366.0,401.0,14.0,52.0,4.0,1
6.0,158.0,7965.0,7.0,263.0,378.0,17.0,69.0,4.0,1
8.0,242.0,29317.0,6.0,314.0,329.0,18.0,85.0,4.0,1
7.0,224.0,13505.0,6.0,7.0,480.0,16.0,73.0,4.0,1
7.0,234.0,31617.0,9.0,332.0,490.0,12.0,32.0,4.0,1
8.0,225.0,16515.0,5.0,7.0,417.0,12.0,92.0,3.0,1
7.0,215.0,27150.0,8.0,383.0,404.0,15.0,57.0,5.0,1
8.0,224.0,17896.0,9.0,7.0,472.0,14.0,75.0,4.0,1
6.0,192.0,19310.0,7.0,7.0,530.0,16.0,63.0,6.0,1
7.0,179.0,39485.0,9.0,281.0,520.0,11.0,76.0,3.0,1
7.0,180.0,25703.0,7.0,7.0,311.0,10.0,42.0,2.0,1
7.0,204.0,18609.0,7.0,318.0,339.0,16.0,95.0,3.0,1
7.0,209.0,15489.0,7.0,351.0,409.0,14.0,70.0,5.0,1
8.0,218.0,31151.0,8.0,7.0,595.0,12.0,77.0,4.0,1
7.0,178.0,25420.0,7.0,316.0,388.0,12.0,73.0,3.0,1
7.0,212.0,25645.0,8.0,353.0,435.0,9.0,76.0,3.0,1
7.0,192.0,25039.0,7.0,396.0,502.0,15.0,80.0,4.0,1
7.0,185.0,16965.0,6.0,351.0,434.0,12.0,77.0,5.0,1
7.0,170.0,37273.0,8.0,241.0,455.0,19.0,64.0,4.0,1
